X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
-73.97139065,40.77500613,12E-PM-1018-03,12E,PM,10182018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9713906492842 40.7750061310143)
-73.96421113,40.7777714,18I-PM-1007-07,18I,PM,10072018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9642111283068 40.7777713985327)
-73.96692078,40.77927679,18F-PM-1008-01,18F,PM,10082018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9669207809051 40.7792767850126)
-73.97642262,40.77358184,8B-AM-1007-08,08B,AM,10072018,8,Adult,Gray,,Gray+,,Above Ground,6,,FALSE,FALSE,FALSE,TRUE,FALSE,holding nut,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.976422624924 40.7735818387346)
-73.95893904,40.79131939,33E-PM-1012-04,33E,PM,10122018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,playing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.958939037549 40.7913193931203)
-73.97900445,40.76894695,3B-AM-1010-03,03B,AM,10102018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,chasing #2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9790044506465 40.7689469479245)
-73.97779785,40.76686208,1D-AM-1006-01,01D,AM,10062018,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9777978497894 40.7668620784309)
-73.96986427,40.77846693,16D-PM-1010-10,16D,PM,10102018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9698642668906 40.7784669316504)
-73.97851143,40.77197796,6A-PM-1012-03,06A,PM,10122018,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9785114291288 40.7719779589449)
-73.96956552,40.76983247,8I-PM-1013-02,08I,PM,10132018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9695655231393 40.7698324659513)
-73.96906453,40.77738221,15E-AM-1013-03,15E,AM,10132018,3,Adult,Gray,,Gray+,,Above Ground,2,on fallen log,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9690645326017 40.7773822116124)
-73.95974626,40.78328011,25I-PM-1007-06,25I,PM,10072018,6,,,,+,"Didn't see squirrel size, or colors",Above Ground,20,up in tree,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9597462612063 40.7832801145306)
-73.97849425,40.76726,1D-AM-1006-06,01D,AM,10062018,6,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,tumbling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9784942525972 40.7672600003683)
-73.97462383,40.7671492,3F-AM-1006-06,03F,AM,10062018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,Gray & Cinnamon selected as Primary. Nothing selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9746238280116 40.7671491962844)
-73.97053318,40.76999436,7H-AM-1006-09,07H,AM,10062018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9705331808443 40.7699943571296)
-73.96820039,40.78370958,22B-AM-1013-02,22B,AM,10132018,2,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,climbed tree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.968200390984 40.7837095769482)
-73.96316487,40.79265296,32A-PM-1013-08,32A,PM,10132018,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9631648674122 40.7926529617419)
-73.95870728,40.78502562,27I-AM-1007-01,27I,AM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9587072763996 40.7850256219415)
-73.96423978,40.79189924,31A-PM-1017-02,31A,PM,10172018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.96423978295472 40.7918992406575)
-73.97408468,40.77281971,8D-AM-1007-06,08D,AM,10072018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.974084681071 40.7728197139621)
-73.96762707,40.77639144,15G-AM-1008-04,15G,AM,10082018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9676270670996 40.776391443152)
-73.97038161,40.77738461,15D-PM-1017-02,15D,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,1,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9703816112358 40.7773846065919)
-73.98038953,40.76807308,1B-AM-1012-13,01B,AM,10122018,13,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9803895322385 40.7680730789944)
-73.96951334,40.77650098,14E-AM-1008-16,14E,AM,10082018,16,Adult,Gray,,Gray+,,Above Ground,6,,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9695133370801 40.7765009796853)
-73.97744074,40.76980561,4C-PM-1010-12,04C,PM,10102018,12,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9774407362587 40.7698056129554)
-73.96810799,40.77234941,11I-PM-1012-05,11I,PM,10122018,5,Adult,Gray,,Gray+,,Above Ground,2,,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9681079869821 40.7723494081345)
-73.97304782,40.77008738,7F-AM-1008-03,07F,AM,10082018,3,Adult,Gray,,Gray+,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.973047824163 40.7700873791211)
-73.96628649,40.78910623,28A-PM-1007-02,28A,PM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,running from #3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9662864884789 40.7891062338302)
-73.9673129,40.77781698,16F-PM-1013-05,16F,PM,10132018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Pine tree near utility shed,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9673129010312 40.7778169845999)
-73.95401971,40.79803926,41E-PM-1013-03,41E,PM,10132018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",Gray on legs,Above Ground,20,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9540197079615 40.798039260983)
-73.95956135,40.78380575,25I-PM-1007-04,25I,PM,10072018,4,Adult,Gray,,Gray+,,Above Ground,25,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9595613548804 40.7838057527338)
-73.95618409,40.79920378,42C-PM-1013-05,42C,PM,10132018,5,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9561840935803 40.7992037821497)
-73.97031694,40.77006588,7H-AM-1006-13,07H,AM,10062018,13,Adult,Gray,,Gray+,,Above Ground,10,,TRUE,FALSE,FALSE,FALSE,FALSE,running (up tree),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9703169373939 40.7700658823854)
-73.96199852,40.79432777,34A-AM-1012-02,34A,AM,10122018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,10,chasing from tree to ground,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9619985187616 40.7943277743532)
-73.96539062,40.78077314,20F-PM-1007-08,20F,PM,10072018,8,Adult,Cinnamon,White,Cinnamon+White,white tail/belly,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.965390623703 40.7807731363782)
-73.97352989,40.771494,8E-AM-1013-02,08E,AM,10132018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9735298943321 40.7714939993589)
-73.97683096,40.77178037,6B-AM-1012-01,06B,AM,10122018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,"Started in field, crossed busy street, ran up tree",TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.97683095561271 40.7717803706095)
-73.97750797,40.76915004,4C-PM-1010-07,04C,PM,10102018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9775079672882 40.7691500357424)
-73.97157754,40.777625,14C-PM-1006-01,14C,PM,10062018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.97157754108 40.7776249963967)
-73.98040653,40.76814812,1B-PM-1019-08,01B,PM,10192018,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9804065254162 40.7681481183296)
-73.97010304,40.78389531,21A-AM-1019-04,21A,AM,10192018,4,Juvenile,Gray,Black,Gray+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9701030393506 40.7838953063625)
-73.95813106,40.79602147,38C-PM-1014-05,38C,PM,10142018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,chasing (#4),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9581310602492 40.7960214726964)
-73.96113124,40.79501309,36A-PM-1013-04,36A,PM,10132018,4,,Gray,White,Gray+White,,Ground Plane,FALSE,ON ROCK NEAR POND,FALSE,FALSE,FALSE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9611312355348 40.7950130863913)
-73.97141501,40.77749764,14C-PM-1006-03,14C,PM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9714150090362 40.7774976423922)
-73.98055178,40.76830447,2B-PM-1013-05,02B,PM,10132018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,climbing fence!,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,snuck into bike cart!,POINT (-73.9805517765469 40.7683044693163)
-73.96932099,40.770745,8I-AM-1006-01,08I,AM,10062018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9693209851947 40.7707450042769)
-73.9567062,40.79748287,40C-PM-1006-02,40C,PM,10062018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9567062023419 40.797482865196)
-73.96103881,40.79395294,34B-PM-1007-01,34B,PM,10072018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9610388059192 40.79395293584)
-73.95762234,40.79797466,40B-AM-1019-04,40B,AM,10192018,4,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,POINT (-73.9576223390082 40.79797466396471)
-73.95755179,40.78891583,31H-PM-1008-05,31H,PM,10082018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9575517912392 40.7889158268192)
-73.96765397,40.77772299,16F-AM-1008-02,16F,AM,10082018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,near fence,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9676539688726 40.7777229934129)
-73.97787308,40.77082725,5B-PM-1013-05,05B,PM,10132018,5,Adult,Gray,,Gray+,,Above Ground,3,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9778730762957 40.770827251547)
-73.97546963,40.76819165,4E-AM-1020-02,04E,AM,10202018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",White selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Above Ground,15,,FALSE,FALSE,TRUE,FALSE,TRUE,foraging (on the tree itself),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9754696312232 40.768191647092)
-73.96669451,40.78399565,22C-PM-1006-11,22C,PM,10062018,11,Juvenile,Gray,,Gray+,,Above Ground,13,,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9666945123922 40.7839956493194)
-73.97894014,40.76973731,4B-AM-1010-04,04B,AM,10102018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9789401448556 40.7697373141498)
-73.97268285,40.77057077,7F-AM-1008-08,07F,AM,10082018,8,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,playing w/ #9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9726828460055 40.7705707694822)
-73.97826033,40.77057903,5B-PM-1013-06,05B,PM,10132018,6,Adult,Gray,,Gray+,,Above Ground,5,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9782603348665 40.7705790257951)
-73.97530938,40.76666739,2F-AM-1006-04,02F,AM,10062018,4,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Beautiful white puff at the end of its tail,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.97530937770001 40.7666673897583)
-73.95442783,40.79878273,42D-PM-1013-02,42D,PM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,"Gray tail, Cinnamon feet",Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,"chasing (chased by #1),found a nut,buried it",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9544278270221 40.7987827316512)
-73.97288367,40.77081585,7F-AM-1008-10,07F,AM,10082018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9728836727349 40.770815850599)
-73.95459292,40.79869402,42D-AM-1014-02,42D,AM,10142018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9545929242174 40.7986940168685)
-73.97346445,40.77827665,14A-PM-1014-05,14A,PM,10142018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.97346444707661 40.7782766486921)
-73.96903624,40.77671628,14F-PM-1012-09,14F,PM,10122018,9,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9690362384597 40.7767162824413)
-73.96289328,40.79231164,32B-PM-1010-05,32B,PM,10102018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9628932797886 40.7923116396365)
-73.97705086,40.77107693,6C-AM-1007-02,06C,AM,10072018,2,Adult,,,+,,Above Ground,15,,FALSE,FALSE,TRUE,FALSE,FALSE,pulling things off branches,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9770508584979 40.7710769301257)
-73.95454255,40.79568534,39F-PM-1006-04,39F,PM,10062018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,35,in tree,FALSE,FALSE,TRUE,FALSE,FALSE,climbing down,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ran when saw me,POINT (-73.9545425520879 40.7956853415959)
-73.9639025,40.77769531,18I-PM-1007-01,18I,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,,FALSE,FALSE,TRUE,TRUE,TRUE,hanging upside down,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9639024988123 40.7776953065849)
-73.96070566,40.78897861,30E-AM-1008-03,30E,AM,10082018,3,Adult,Gray,,Gray+,,Above Ground,6,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9607056611532 40.7889786103871)
-73.96552385,40.78156339,21E-AM-1017-03,21E,AM,10172018,3,Adult,Gray,,Gray+,,Above Ground,7,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9655238539833 40.7815633947684)
-73.97460491,40.77287769,8C-AM-1007-01,08C,AM,10072018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,"behind fence, safe",TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9746049088475 40.7728776887397)
-73.95992022,40.79725999,38A-AM-1019-02,38A,AM,10192018,2,Adult,Gray,,Gray+,,Above Ground,3,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9599202233536 40.7972599930224)
-73.98067183,40.76927769,2A-AM-1010-07,02A,AM,10102018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,couldn't get near,POINT (-73.9806718258385 40.76927768969951)
-73.95642157,40.79575394,38E-AM-1010-01,38E,AM,10102018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9564215689843 40.7957539444068)
-73.9642666,40.78103849,21G-PM-1007-03,21G,PM,10072018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.96426660132072 40.7810384867375)
-73.97520295,40.76717347,3F-AM-1006-04,03F,AM,10062018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,on a rock,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9752029513644 40.7671734667361)
-73.97558368,40.76702393,2F-PM-1014-02,02F,PM,10142018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9755836827968 40.7670239327996)
-73.97445553,40.77284981,8D-PM-1007-03,08D,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9744555348544 40.7728498106357)
-73.96356062,40.78220697,22G-AM-1018-03,22G,AM,10182018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9635606199784 40.782206970617)
-73.97349693,40.77227546,8E-AM-1013-01,08E,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9734969320943 40.7722754599865)
-73.96150901,40.79451502,35A-PM-1013-09,35A,PM,10132018,9,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9615090149261 40.7945150173918)
-73.97701191,40.77329491,8A-AM-1013-04,08A,AM,10132018,4,Juvenile,,,+,,Above Ground,4,fence,TRUE,TRUE,FALSE,TRUE,TRUE,playing tag together,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9770119133023 40.7732949090005)
-73.973706,40.77256602,8D-AM-1007-05,08D,AM,10072018,5,Adult,Gray,,Gray+,,Above Ground,15,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9737060043988 40.7725660224983)
-73.9736873,40.76491067,1I-PM-1012-02,01I,PM,10122018,2,Juvenile,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White","Gray, Black, & Cinnamon selected as Primary. Gray, Cinnamon, & White selected as Highlights. Made executive adjustments.",Above Ground,1,tree,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9736873018042 40.7649106677138)
-73.96175191,40.79471791,35A-PM-1013-04,35A,PM,10132018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,In the weeds by the pool,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9617519095277 40.7947179071388)
